2025-07-08T08:49:54.957+08:00  WARN 99473 --- [MyWebProject] [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=9h27m40s805ms).
2025-07-08T09:08:36.581+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing POST /login
2025-07-08T09:09:32.220+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /check-login
2025-07-08T09:09:32.222+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T09:09:32.232+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /check-login
2025-07-08T09:09:32.255+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /check-login
2025-07-08T09:09:32.269+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /check-login
2025-07-08T09:09:32.275+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Secured GET /check-login
2025-07-08T09:09:32.280+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /chatrooms?userId=4
2025-07-08T09:09:32.287+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T09:09:32.301+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /userinfo
2025-07-08T09:09:32.307+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /userinfo
2025-07-08T09:09:32.317+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /chatrooms?userId=4
2025-07-08T09:09:32.322+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T09:09:32.332+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /userinfo
2025-07-08T09:09:32.341+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /userinfo
2025-07-08T09:09:32.369+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /chatrooms?userId=4
2025-07-08T09:09:32.378+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from 1DB408B0B3B32948C01751ABD3151926
2025-07-08T09:09:32.379+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T09:09:32.405+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /product/search?keywords=t
2025-07-08T09:09:32.406+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:09:32.407+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /product/search?keywords=t
2025-07-08T09:09:32.438+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /uploads/products/2_1751872983771_0.jpg
2025-07-08T09:09:32.438+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:09:32.438+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /uploads/products/2_1751872983771_0.jpg
2025-07-08T09:09:32.453+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /store/all
2025-07-08T09:09:32.455+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:09:32.455+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Secured GET /store/all
2025-07-08T09:09:32.484+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /store/all
2025-07-08T09:09:32.485+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:09:32.485+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /store/all
2025-07-08T09:09:35.010+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /check-login
2025-07-08T09:09:35.014+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from 76BE06E5911898CF786BBB92AE0533E5
2025-07-08T09:09:35.016+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /check-login
2025-07-08T09:09:35.021+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /userinfo
2025-07-08T09:09:35.026+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /chatrooms?userId=4
2025-07-08T09:09:35.027+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /categories
2025-07-08T09:09:35.029+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T09:09:35.030+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:09:35.034+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.s.w.session.SessionManagementFilter  : Request requested invalid session id 76BE06E5911898CF786BBB92AE0533E5
2025-07-08T09:09:35.035+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /categories
2025-07-08T09:09:35.062+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /products
2025-07-08T09:09:35.073+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:09:35.073+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] o.s.s.w.session.SessionManagementFilter  : Request requested invalid session id 76BE06E5911898CF786BBB92AE0533E5
2025-07-08T09:09:35.073+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /check-login
2025-07-08T09:09:35.073+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /products
2025-07-08T09:09:35.076+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /userinfo
2025-07-08T09:09:35.078+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /check-login
2025-07-08T09:09:35.099+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /userinfo
2025-07-08T09:09:35.106+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /userinfo
2025-07-08T09:09:35.109+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /categories
2025-07-08T09:09:35.110+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:09:35.110+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.s.w.session.SessionManagementFilter  : Request requested invalid session id 76BE06E5911898CF786BBB92AE0533E5
2025-07-08T09:09:35.110+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /categories
2025-07-08T09:09:35.120+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /chatrooms?userId=4
2025-07-08T09:09:35.124+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /products
2025-07-08T09:09:35.125+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:09:35.125+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.s.w.session.SessionManagementFilter  : Request requested invalid session id 76BE06E5911898CF786BBB92AE0533E5
2025-07-08T09:09:35.125+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /products
2025-07-08T09:09:35.125+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T09:09:35.191+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /check-login
2025-07-08T09:09:35.191+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /userinfo
2025-07-08T09:09:35.191+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /chatrooms?userId=4
2025-07-08T09:09:35.194+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from 9431A9ED8AA53BDA57FB1E8A16C7C7D8
2025-07-08T09:09:35.195+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /userinfo
2025-07-08T09:09:35.195+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T09:09:35.197+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /check-login
2025-07-08T09:09:35.263+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /uploads/products/2_1751872983771_0.jpg
2025-07-08T09:09:35.267+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:09:35.268+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /uploads/products/2_1751872983771_0.jpg
2025-07-08T09:09:35.271+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /check-login
2025-07-08T09:09:35.271+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /userinfo
2025-07-08T09:09:35.271+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Securing GET /store/all
2025-07-08T09:09:35.271+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /chatrooms?userId=4
2025-07-08T09:09:35.273+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:09:35.273+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-4] o.s.security.web.FilterChainProxy        : Secured GET /store/all
2025-07-08T09:09:35.275+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from 98FC0DEF42DBFC9713B31ABE180A095C
2025-07-08T09:09:35.276+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from BBA1D5A11EB3A99ACB842550A15E2A7C
2025-07-08T09:09:35.276+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T09:09:35.276+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Secured GET /userinfo
2025-07-08T09:09:35.285+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /check-login
2025-07-08T09:09:35.294+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /store/all
2025-07-08T09:09:35.295+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:09:35.296+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.s.w.session.SessionManagementFilter  : Request requested invalid session id 98FC0DEF42DBFC9713B31ABE180A095C
2025-07-08T09:09:35.296+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /store/all
2025-07-08T09:09:35.382+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /chatrooms?userId=4
2025-07-08T09:09:35.391+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from B692938728BA0A50E9FB7FFC32E772CD
2025-07-08T09:09:35.391+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /chatrooms?userId=4
2025-07-08T09:09:36.788+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing OPTIONS /chat/room?buyerId=4&storeId=1
2025-07-08T09:09:36.793+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /chat/room?buyerId=4&storeId=1
2025-07-08T09:09:36.799+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from D4E2F5D76EAB98179928C8352F3F7E3C
2025-07-08T09:09:36.807+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /chat/room?buyerId=4&storeId=1
2025-07-08T09:09:36.898+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /chat/1
2025-07-08T09:09:36.904+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:09:36.904+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /chat/1
2025-07-08T09:09:37.097+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /chat-websocket/info?t=1751936977093
2025-07-08T09:09:37.102+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:09:37.103+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /chat-websocket/info?t=1751936977093
2025-07-08T09:09:37.117+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /chat-websocket/808/cdjoylnu/websocket
2025-07-08T09:09:37.118+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:09:37.118+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-10] o.s.security.web.FilterChainProxy        : Secured GET /chat-websocket/808/cdjoylnu/websocket
2025-07-08T09:09:43.192+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /chat/room?buyerId=4&storeId=1
2025-07-08T09:09:43.203+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-9] .s.ChangeSessionIdAuthenticationStrategy : Changed session id from B1169DE5CECA071AB9AD0F7AB7C7D8C0
2025-07-08T09:09:43.204+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /chat/room?buyerId=4&storeId=1
2025-07-08T09:09:43.256+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /chat/1
2025-07-08T09:09:43.258+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:09:43.259+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /chat/1
2025-07-08T09:09:43.312+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /chat-websocket/info?t=1751936983304
2025-07-08T09:09:43.313+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:09:43.313+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-2] o.s.security.web.FilterChainProxy        : Secured GET /chat-websocket/info?t=1751936983304
2025-07-08T09:09:43.327+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /chat-websocket/260/5wje3o5w/websocket
2025-07-08T09:09:43.328+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:09:43.329+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-1] o.s.security.web.FilterChainProxy        : Secured GET /chat-websocket/260/5wje3o5w/websocket
2025-07-08T09:10:06.560+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Securing PUT /product/view/2
2025-07-08T09:10:06.563+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Securing PUT /product/view/2
2025-07-08T09:10:06.564+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:10:06.564+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-7] o.s.security.web.FilterChainProxy        : Secured PUT /product/view/2
2025-07-08T09:10:06.565+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
2025-07-08T09:10:06.565+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-3] o.s.security.web.FilterChainProxy        : Secured PUT /product/view/2
2025-07-08T09:10:06.567+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /product/2
2025-07-08T09:10:06.571+08:00 DEBUG 99473 --- [MyWebProject] [http-nio-8080-exec-9] o.s.s.w.a.AnonymousAuthenticationFilter  : Set SecurityContextHolder to anonymous SecurityContext
